model_type,sequence_window,hidden_dim,learning_rate,dropout,num_layers,batch_size,weight_decay,random_seed,epochs_ran,best_epoch,final_train_loss,best_val_loss,is_default_config,validation_delta_n,validation_delta_MAE,validation_delta_RMSE,validation_delta_R2,validation_reconstructed_level_n,validation_reconstructed_level_MAE,validation_reconstructed_level_RMSE,validation_reconstructed_level_R2,asean_validation_delta_n,asean_validation_delta_MAE,asean_validation_delta_RMSE,asean_validation_delta_R2,asean_validation_reconstructed_level_n,asean_validation_reconstructed_level_MAE,asean_validation_reconstructed_level_RMSE,asean_validation_reconstructed_level_R2,test_delta_n,test_delta_MAE,test_delta_RMSE,test_delta_R2,test_reconstructed_level_n,test_reconstructed_level_MAE,test_reconstructed_level_RMSE,test_reconstructed_level_R2,asean_test_delta_n,asean_test_delta_MAE,asean_test_delta_RMSE,asean_test_delta_R2,asean_test_reconstructed_level_n,asean_test_reconstructed_level_MAE,asean_test_reconstructed_level_RMSE,asean_test_reconstructed_level_R2
LSTM,5,16,0.001,0.05,2,256,0.0001,237,19,13,0.11374696344137192,0.17397187650203705,False,789,0.31225304116450336,0.4170993566968055,0.19748013353479532,789,0.31225304116450336,0.4170993566968055,0.5185775433191444,30,0.2757100899616878,0.38240998718392755,0.1390782406120632,30,0.2757100899616878,0.38240998718392755,-0.2240085914645613,526,0.37574760569966337,0.4603854260348049,0.3335016820639528,526,0.37574760569966337,0.4603854260348049,0.3798574682876712,20,0.23541135587096215,0.2625990789653593,-1.2261418005923015,20,0.23541135587096215,0.2625990789653593,-1.2124022191775095
GRU,3,24,0.001,0.05,1,256,0.0001,59,25,19,0.11106767877936363,0.18087995052337646,False,789,0.31540889627474195,0.4252998236391086,0.16561371396406788,789,0.31540889627474195,0.42529982363910857,0.4994612439770053,30,0.27631528198520344,0.397077769124244,0.07176833595012133,30,0.27631528198520344,0.397077769124244,-0.3197059073919113,526,0.3480583247347476,0.448860639747031,0.36645280615874354,526,0.3480583247347476,0.448860639747031,0.41051680075559116,20,0.16474275102615354,0.2100222423490747,-0.4239574414493996,20,0.16474275102615354,0.2100222423490747,-0.4151688821614028
LSTM,3,16,0.003,0.05,1,256,0.001,196,18,12,0.09599624077479045,0.18786261975765228,False,789,0.3136336076566324,0.43343121276414226,0.1334031257115874,789,0.3136336076566324,0.43343121276414226,0.48013848179300267,30,0.27679228531519573,0.4128085662296136,-0.003234905632583329,30,0.27679228531519573,0.4128085662296136,-0.4263411632485994,526,0.35901279538728215,0.4612391150304734,0.33102762542756914,526,0.35901279538728215,0.4612391150304734,0.37755548536468675,20,0.15670441818535324,0.2039434524514444,-0.34272155697636353,20,0.15670441818535324,0.2039434524514444,-0.33443437951778243
LSTM,5,24,0.001,0.15,1,256,0.0001,255,16,10,0.11440611867742105,0.16333113610744476,False,789,0.3038536810751801,0.4041424806576436,0.24656505742752366,789,0.3038536810751801,0.4041424806576436,0.5480230257724497,30,0.2768299256483714,0.3832093911669889,0.13547507306205964,30,0.2768299256483714,0.3832093911669889,-0.22913136596712036,526,0.37332512262962164,0.4733232896076854,0.2955151275680423,526,0.37332512262962164,0.47332328960768544,0.34451292586020976,20,0.25311076657176024,0.296164193592767,-1.8315975594940515,20,0.25311076657176024,0.296164193592767,-1.8141211502229782
LSTM,3,16,0.001,0.05,1,256,0.0001,187,26,20,0.11225952859967947,0.1707995980978012,False,789,0.3109307371764733,0.4132790962338889,0.2121135521778954,789,0.3109307371764733,0.4132790962338889,0.5273559632027924,30,0.27889281417926154,0.3645947587244189,0.21742481093029054,30,0.27889281417926154,0.3645947587244189,-0.1126199848512619,526,0.35812381339843735,0.45356613291570025,0.3530999847053389,526,0.35812381339843735,0.45356613291570025,0.3980926846268965,20,0.2403827686518431,0.2692962784314502,-1.3411386285538756,20,0.2403827686518431,0.2692962784314502,-1.3266892952805982
GRU,3,16,0.003,0.15,1,256,0.001,56,16,10,0.10908010105292003,0.17283934354782104,False,789,0.3047555017378016,0.4157394986111213,0.2027044721585065,789,0.3047555017378016,0.4157394986111213,0.5217115640952754,30,0.28402518291870754,0.40984709552875015,0.011107789392448386,30,0.28402518291870754,0.40984709552875015,-0.4059495518809464,526,0.3485751355833201,0.4420569148604289,0.3855135648860426,526,0.3485751355833201,0.4420569148604289,0.4282518600279227,20,0.19050117986351253,0.2458116422545317,-0.9506139424773583,20,0.19050117986351253,0.2458116422545317,-0.9385748984845785
GRU,5,16,0.001,0.05,1,256,0.0001,91,13,7,0.1317983791232109,0.18747468292713165,False,789,0.31996006131617893,0.4329834808333907,0.13519258008319457,789,0.31996006131617893,0.4329834808333907,0.4812119549314209,30,0.2848639166176319,0.40832163742307526,0.018455438296518745,30,0.2848639166176319,0.40832163742307526,-0.39550309111075843,526,0.3559395996670986,0.4645885929842804,0.3212763096339726,526,0.3559395996670986,0.4645885929842804,0.3684823857018191,20,0.21657593192160132,0.24651208321123422,-0.9617463404948157,20,0.21657593192160132,0.24651208321123422,-0.9496385881704903
GRU,5,24,0.001,0.05,1,256,0.001,108,16,10,0.11394240063699809,0.1767144352197647,False,789,0.308822507819371,0.42037416154477425,0.18482888871883307,789,0.308822507819371,0.42037416154477425,0.5109882067632805,30,0.28521849704186125,0.39866216718384,0.06434599860272738,30,0.28521849704186125,0.39866216718384,-0.33025855585606134,526,0.34339336543085464,0.4403870627279382,0.3901471920104559,526,0.3433933654308546,0.4403870627279382,0.4325632126279457,20,0.13219026408493517,0.17011331214016423,0.06579319083172286,20,0.13219026408493517,0.17011331214016423,0.07155904568850058
LSTM,3,16,0.003,0.05,1,256,0.0001,195,14,8,0.10470843749741714,0.16656234860420227,False,789,0.30318725711424543,0.4081205003856572,0.23165977033600627,789,0.30318725711424543,0.4081205003856572,0.5390815151270645,30,0.285267386285464,0.39616686771874843,0.07602220140257665,30,0.285267386285464,0.39616686771874843,-0.3136580083767426,526,0.360542395259151,0.451509394102998,0.35895354220749165,526,0.360542395259151,0.451509394102998,0.40353911993096436,20,0.19885298594236372,0.23673937159852215,-0.8092867739179839,20,0.19885298594236372,0.23673937159852215,-0.7981199906850653
LSTM,5,24,0.003,0.05,1,256,0.001,260,10,4,0.09822359477931802,0.17644722759723663,False,789,0.31526916798088034,0.42005619636920993,0.18606159055010174,789,0.31526916798088034,0.42005619636920993,0.511727690443078,30,0.2853953103244305,0.3972315180626849,0.07104937219186669,30,0.2853953103244305,0.3972315180626849,-0.3207280883362993,526,0.3788809319694346,0.4699063547641918,0.3056498080795753,526,0.3788809319694346,0.4699063547641918,0.3539427267485007,20,0.228103715647757,0.26392004846272044,-1.2485947485521018,20,0.228103715647757,0.26392004846272044,-1.2347165892145497
LSTM,5,24,0.003,0.15,1,256,0.0001,263,10,4,0.10412443022836339,0.1809457540512085,False,789,0.3178791653496722,0.4253771932348998,0.1653101069647256,789,0.3178791653496722,0.4253771932348998,0.4992791136228587,30,0.28553643482625485,0.38974736949923766,0.10572391264752923,30,0.28553643482625485,0.38974736949923766,-0.2714298391516232,526,0.3656975386056327,0.45791489549478,0.34063564562453685,526,0.3656975386056327,0.45791489549478,0.3864952558177346,20,0.1654522347435355,0.2098060428707405,-0.42102727180903954,20,0.1654522347435355,0.2098060428707405,-0.41225679730985654
LSTM,7,16,0.003,0.05,1,256,0.001,292,11,5,0.09775149039924144,0.17485114932060242,False,787,0.31195282029851873,0.4181520476642052,0.19521966233789567,787,0.31195282029851873,0.4181520476642052,0.5173513376486764,30,0.28691445321242015,0.3704975952709495,0.19187969396412907,30,0.28691445321242015,0.3704975952709495,-0.14893854957052044,526,0.3794490346141414,0.4841789001779347,0.26283001729642896,526,0.3794490346141415,0.4841789001779347,0.31410110562350835,20,0.19678443205952642,0.23407837158329572,-0.7688418404089041,20,0.19678443205952642,0.23407837158329572,-0.7579246802937116
GRU,3,24,0.003,0.05,1,256,0.0001,67,18,12,0.08766920274744432,0.17820154130458832,False,789,0.31015550225278116,0.42213925621560744,0.17796892874022296,789,0.31015550225278116,0.42213925621560744,0.5068729955097806,30,0.2888503404021263,0.4024367364980957,0.04654440939639426,30,0.2888503404021263,0.4024367364980957,-0.3555678222239662,526,0.3656171091781936,0.46169642546559686,0.3297004192177976,526,0.3656171091781936,0.46169642546559686,0.37632058799603196,20,0.2219255550742149,0.2570519769810787,-1.1330857981009363,20,0.2219255550742149,0.2570519769810787,-1.1199205514037374
LSTM,3,48,0.003,0.15,2,256,0.001,234,15,9,0.09408406727015972,0.1573541760444641,False,789,0.29071382596087847,0.3966789219291996,0.2741364294438575,789,0.2907138259608785,0.3966789219291996,0.5645627753846678,30,0.28906113798022276,0.4027989437219834,0.04482734987304404,30,0.28906113798022276,0.4027989437219834,-0.35800903779985194,526,0.3486288939616979,0.460782710402217,0.33235089146057273,526,0.3486288939616979,0.460782710402217,0.378786716600764,20,0.19000155243873598,0.25233377437169474,-1.0554986467978549,20,0.19000155243873598,0.25233377437169474,-1.042812262220664
LSTM,5,16,0.001,0.15,1,256,0.001,240,20,14,0.11879893426190723,0.1845213621854782,False,789,0.3161986139920577,0.42955949006759836,0.14881612340986583,789,0.3161986139920577,0.42955949006759836,0.4893845622039519,30,0.29358898116747534,0.4144457288449852,-0.011208168496785298,30,0.29358898116747534,0.4144457288449852,-0.4376770856380239,526,0.3507368894155941,0.43975502535175015,0.3918964403656102,526,0.3507368894155941,0.43975502535175015,0.4341907985863295,20,0.14587991652488708,0.19270975434245557,-0.19887477659472874,20,0.14587991652488708,0.19270975434245557,-0.19147541075254315
LSTM,3,48,0.001,0.15,1,256,0.001,224,20,14,0.10469275402526061,0.16930872201919556,False,789,0.30416959999103205,0.4114714118110438,0.21899091536377902,789,0.30416959999103205,0.4114714118110438,0.5314816144405841,30,0.29399800551136335,0.4051749474927888,0.03352549606249111,30,0.29399800551136335,0.4051749474927888,-0.3740773576125933,526,0.3528951814512336,0.45544088452061243,0.3477411927909344,526,0.3528951814512336,0.45544088452061243,0.39310660334913816,20,0.16399929521679876,0.2048685546944996,-0.3549305488415455,20,0.16399929521679876,0.2048685546944996,-0.3465680183943636
GRU,3,16,0.001,0.05,1,256,0.0001,43,23,17,0.11593821582694848,0.17440317571163177,False,789,0.31042779444197743,0.4176160765216148,0.19549051270143003,789,0.31042779444197743,0.4176160765216148,0.5173839926178003,30,0.2976681092381478,0.39771597050806423,0.0687821461221011,30,0.2976681092381478,0.39771597050806423,-0.32395149877740437,526,0.3478237306338526,0.4406661694237875,0.3893739270562053,526,0.3478237306338526,0.4406661694237875,0.4318437292121461,20,0.1492290200591087,0.18695630798346208,-0.12835737941783032,20,0.1492290200591087,0.18695630798346208,-0.12139324169966348
LSTM,5,16,0.001,0.05,1,256,0.001,236,22,16,0.11187873001803052,0.19390368461608887,False,789,0.3237693708064589,0.44034494082472325,0.1055361888502202,789,0.3237693708064589,0.4403449408247233,0.4634214262227011,30,0.30884559623996416,0.42660510331667983,-0.0714140211065879,30,0.30884559623996416,0.42660510331667983,-0.5232742726614281,526,0.3719915712506372,0.4705498689120125,0.3037467475245773,526,0.3719915712506372,0.4705498689120125,0.3521720264199042,20,0.1909451804727316,0.22872483179660497,-0.6888577116632109,20,0.1909451804727316,0.22872483179660497,-0.678434207634302
LSTM,5,16,0.001,0.05,1,256,0.0001,235,16,10,0.11785436658696695,0.20972450077533722,False,789,0.335162186740318,0.45795686177733996,0.032555870935295106,789,0.335162186740318,0.4579568617773399,0.41964137116349554,30,0.31579072525898616,0.42896644382194793,-0.0833078088196626,30,0.31579072525898616,0.42896644382194793,-0.5401841697422138,526,0.3503669454594189,0.4545896064919669,0.35017722648911964,526,0.3503669454594189,0.4545896064919669,0.3953732078765244,20,0.20978267454355953,0.26870742134714676,-1.3309113144575093,20,0.20978267454355953,0.26870742134714676,-1.3165251034052177
