Area,Year,Temperature_Change,Artificial surfaces (including urban and associated areas),Grassland,Herbaceous crops,Inland water bodies,Mangroves,Permanent snow and glaciers,Shrub-covered areas,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Sparsely natural vegetated areas,Terrestrial barren land,Tree-covered areas,Woody crops,AFOLU,Agricultural Soils,Agrifood Systems Waste Disposal,Agrifood systems,All sectors with LULUCF,All sectors without LULUCF,Burning - Crop residues,Crop Residues,Drained organic soils,Drained organic soils (CO2),Drained organic soils (N2O),Emissions from crops,Emissions from livestock,Emissions on agricultural land,Energy,Enteric Fermentation,Farm gate,Fertilizers Manufacturing,Fires in humid tropical forests,Fires in organic soils,Food Household Consumption,Food Packaging,Food Processing,Food Retail,Food Transport,Forest fires,Forestland,IPCC Agriculture,IPPU,International bunkers,LULUCF,Land-use change,Manure Management,Manure applied to Soils,Manure left on Pasture,Net Forest conversion,On-farm energy use,Other,Pesticides Manufacturing,Pre- and post-production,Rice Cultivation,Savanna fires,Synthetic Fertilizers,Waste
Brunei Darussalam,1995,0.501,1.16,10.62,28.21,15.99,19.39,0.0,7.69,0.0,0.23,0.0,498.16,28.21,511.3226666666667,27.03,105.24123333333334,552.074125,2615.7568,2255.35285,0.028,0.1325,346.5221,332.8216,13.7005,3.356866666666667,18.242266666666666,510.5325,2920.663666666667,8.9376,141.7246,,8.9254,117.509,62.300325,0.0,,2.918725,30.587333333333333,8.9254,2.3705,30.784066666666664,2.7278,,480.5386,368.8079,3.4682,5.1145,8.0825,844.6295,0.0,15.1315,2.779,169.17475,4.8608,0.0689333333333333,0.0,41.964666666666666
Cambodia,1995,0.627,5.11,1039.5,5882.99,428.17,43.59,0.0,1525.09,472.66,0.26,1.75,8655.1,179.9,16475.325866666666,1469.001,875.2105666666666,12305.05135,14084.0907,10448.29275,69.55626666666667,329.978,0.0,0.0,0.0,5916.358933333333,4913.284466666667,15246.9239,1543.96,4977.5936,11627.595266666664,,1680.7160666666666,0.0,8.963466666666667,,,334.1741,47.34453333333333,3156.1750666666667,-741.1711,10352.4943,13.521733333333335,,4847.7306,3619.328633333333,857.6057333333333,327.1425,778.782,5815.8377,0.0,508.8,5.509766666666668,869.858425,8407.1568,797.9323333333333,33.0985,406.78
Indonesia,1995,0.4,780.78,9145.5,21977.17,5452.13,4319.42,0.0,6806.68,0.0,1616.06,0.0,123523.6,17534.09,589179.1964,31088.634,45042.943633333336,484528.6431,551557.8348000001,174572.27825,640.9138666666666,3675.762,196786.1594,188853.2519,7932.9075,55019.3354,25936.4568,593639.9106666667,118892.66666666669,23578.8728,151854.6192,1580.3905,2880.8240666666666,147476.45415,1572.1206,270.4441333333333,732.6892666666666,507.8075,1726.4353666666666,2931.9108666666666,-6420.1605,86531.78766666667,6968.262500000001,,502647.4087333334,441785.2914666667,4013.628933333333,2707.4255,6597.9435,1021760.4939,2371.7475666666664,2676.5,1325.7332666666669,39298.7101,67717.2748,287.39046666666667,10174.5955,16263.233333333332
Lao People's Democratic Republic,1995,0.554,3.29,1304.3,2601.89,224.79,0.0,0.0,8061.38,88.82,0.0,0.0,10613.2,226.25,9006.228633333332,901.7685,280.2419,6623.791499999999,9855.282166666666,5496.545066666666,21.263266666666667,114.533,0.0,0.0,0.0,1132.1839333333337,3359.3358000000003,8409.880366666666,588.1966666666667,3442.992,4663.113666666667,,956.5566666666668,0.0,5.8278,,,173.2188,20.15643333333333,1662.5148666666666,-281.9634,4647.491533333333,7.6103,,4358.7371,3746.7667,546.9044666666667,222.6265,553.055,8370.6301,15.622133333333332,149.725,0.1363333333333333,316.381225,1540.294,155.95413333333332,11.554,155.96666666666667
Malaysia,1995,0.54,125.43,1514.59,806.47,595.41,647.09,0.0,1192.03,0.0,8.27,0.0,23066.34,5177.18,42811.62566666667,3755.96425,3841.5558,27773.869275,67560.94025,39958.1128,23.9533,149.5925,21141.016,20288.988,852.028,3422.9178666666667,2011.542333333333,30674.94693333333,41593.333333333336,1499.4574,12770.851733333337,179.7386,178.45126666666667,5410.96025,990.301175,0.0,,5.1423,760.6321333333334,185.02266666666665,36390.322,5385.254533333334,1535.196,,-29243.340050000003,17904.0952,584.1304,269.929,404.0985,42355.0113,0.0,535.3,367.5198,4767.659075,3370.4496,5.376866666666667,1578.0485,3272.5
Myanmar,1995,0.574,42.61,4316.94,17152.42,1249.57,444.75,1.31,14828.64,58.82,1.68,0.86,28098.36,1024.83,76986.18013333333,6417.0015,4229.468233333333,61563.866175,63282.08295,33038.287150000004,223.24786666666668,1398.3255,14818.1451,14213.7066,604.4385,19200.1368,16559.14446666667,77314.56629999999,5113.566666666667,17389.078,41577.67593333334,48.0569,5869.366666666666,2248.38265,52.6345,0.1058666666666666,0.0,253.72705,98.2564,7561.126,-5524.4725,36661.119066666666,133.29785,,40325.06106666667,35736.89036666667,2447.5124666666666,1095.033,2683.3105,85105.8058,178.65466666666666,837.4,2.2381,3577.94145,26431.1404,498.8788,635.894,1540.3666666666668
Philippines,1995,0.396,80.88,2145.79,7254.79,1465.59,650.06,0.0,1415.59,0.0,149.08,0.0,11174.01,6039.94,35827.55273333334,5761.1,6109.249466666667,39662.702875,48920.65375,48289.897800000006,311.0643333333333,1001.2495,0.0,0.0,0.0,25913.971133333336,9045.653,42917.50416666667,22520.36666666667,8062.81,35519.75683333333,79.9303,25.979466666666667,0.0,488.5288,34.7308,778.9218666666666,1194.968875,673.1739333333334,42.896800000000006,-19720.9702,34986.5448,1459.9892,,841.0079333333334,7397.747333333333,1958.774133333333,715.712,1851.7935,22115.3036,533.2120333333334,840.05,98.71643333333334,7474.574750000001,35210.742,26.938333333333333,2192.345,4372.933333333333
Singapore,1995,,8.82,3.88,23.54,9.64,6.01,0.0,1.19,0.0,0.16,0.0,8.28,4.71,-0.6515666666666663,27.348,132.27163333333334,694.37745,13250.407325,13265.98785,,,0.0,0.0,0.0,18.709,7.632133333333333,27.84143333333333,13977.22,0.3444,27.8377,,0.0037333333333333,0.0,308.857775,9.823633333333332,,96.556875,215.34716666666668,0.0037333333333333,-62.3333,20.122466666666668,2110.591,,-20.77403333333333,0.0037333333333333,1.6608666666666665,3.5775,5.0615,0.0,7.715233333333333,138.15333333333334,,673.49635,,0.0,18.709,738.3666666666668
Thailand,1995,0.646,97.96,3948.52,24476.65,964.01,335.5,0.0,5435.09,11.53,30.4,0.24,11115.04,5123.45,50325.22753333333,10005.711,11260.5101,53536.402825,92971.16965,90683.25855,431.5632666666667,2011.032,1059.0456,1014.5256,44.52,31656.624066666667,15386.549733333331,51911.14286666667,57508.93333333333,15460.7012,49562.38263333333,554.6173,1387.6336,83.53829999999999,1541.630775,326.2445333333333,2393.370233333333,987.4352,1766.5449666666666,1726.5696,74.0301,47274.6794,5278.904,,3050.5481333333337,2348.7602333333334,2457.2406,1180.31,2752.979,2716.3033,1949.5280333333333,1984.85,167.09736666666666,14603.045675,40809.6892,201.80793333333332,4016.87,7765.626666666666
Viet Nam,1995,0.386,79.58,1876.89,9925.33,880.06,175.12,0.0,5689.79,57.21,6.21,18.48,11610.8,2476.28,14612.782866666666,9282.1815,4222.1430666666665,35465.628625,28827.673975,46779.812825,277.68326666666667,1730.3175,4074.5184,3915.1474,159.371,26714.6882,11602.3988,40598.87506666667,18169.3,9979.0488,40269.79656666666,123.7258,163.00206666666665,249.11465,307.5296,0.0,0.0,1253.67035,264.9823,513.5782,-77762.6667,38548.968,748.591825,,-23936.18513333333,329.0785,3014.5282666666667,1051.202,1851.555,0.0,415.7794333333333,553.85,181.17263333333332,5016.472325000001,33435.4804,125.616,4489.736,4287.46
Brunei Darussalam,1996,0.414,1.2,10.61,28.13,15.9,19.38,0.0,7.68,0.0,0.23,0.0,498.38,28.13,487.3975666666667,27.0565,105.7428,542.3756,2634.1814750000003,2291.87505,0.0242666666666666,0.106,346.5221,332.8216,13.7005,3.0302,18.682533333333332,486.6074,2964.988,9.4612,141.92953333333332,,7.613466666666667,83.28184999999999,63.8792,0.0,,6.962975,33.367733333333334,7.613466666666667,2.3705,30.989,3.5978000000000003,,456.4085666666667,344.67786666666666,3.541733333333333,5.141,8.109,844.6295,0.0,17.2515,2.9933,177.42005,4.3764,0.1602666666666666,0.0,43.55833333333334
Cambodia,1996,0.27,5.24,1046.65,5904.74,428.72,43.49,0.0,1536.74,472.67,0.26,1.75,8593.32,200.54,13783.096066666663,1448.8345,897.3998,11244.30365,12146.6337,10616.9688,68.11066666666666,324.678,0.0,0.0,0.0,5774.057,4880.375666666667,13797.3079,1581.8066666666666,4917.9396,11743.542866666665,,115.15246666666668,0.0,14.3267,,,347.4843,46.22923333333333,347.99766666666665,-741.1711,10395.7781,16.715533333333337,,2039.5532,2053.765033333333,868.1232666666666,328.229,772.21,5815.8377,0.0,588.3,5.485,896.322725,8210.524,1089.1101999999998,23.7175,421.6933333333333
Indonesia,1996,0.4,803.12,9152.95,22266.0,5452.56,4330.52,0.0,6813.85,0.0,1617.92,0.0,123529.7,17188.79,520756.9532666667,32942.3885,45355.64859999999,433885.352325,511402.55495,187243.09005,651.9423333333333,3758.336,196726.4592,188795.1152,7931.344,56485.12353333333,26719.12433333333,525359.7545666667,132812.0,24161.3092,153993.61933333334,1924.0359,1852.298266666667,43390.5085,1773.73905,278.44750000000005,745.1948666666667,456.237475,1771.9384333333337,1907.1313333333333,-6420.1605,88544.3334,6980.5650000000005,,432212.6198666667,371366.1352333333,4109.032533333333,2850.128,6903.727,1021760.4939,2517.5808666666667,2862.0,1388.1717666666666,39865.5364,68492.6116,52.48566666666667,11498.8535,17085.7
Lao People's Democratic Republic,1996,0.082,3.31,1311.39,2611.95,225.22,0.0,0.0,7803.02,87.91,0.0,0.0,10840.2,240.91,8984.884100000001,922.4385,284.681,6585.009425,9898.147766666669,5524.158133333333,21.602733333333333,114.745,0.0,0.0,0.0,1121.0162,3444.641266666667,8340.334833333334,612.9933333333333,3528.238,4626.5197333333335,,923.6050666666666,0.0,6.4910000000000005,,,191.1218,21.006,1677.7674,-281.9634,4610.894466666667,21.4605,,4373.989633333334,3713.8151,561.3696,229.119,567.5505,8370.6301,15.625266666666668,186.825,0.0853333333333333,329.7583,1523.3512,45.237,11.024,161.41333333333333
Malaysia,1996,0.463,129.03,1508.63,791.02,597.41,652.93,0.0,1190.09,0.0,8.37,0.0,23126.67,5128.66,41392.71206666667,3664.9235,3875.001,26991.38285,67541.16405,40913.06775,24.18413333333333,154.8395,20587.3517,19757.2657,830.086,3355.1108666666664,1977.028,29258.986666666668,42576.26666666666,1441.1026,12478.767966666666,277.3525,211.51646666666667,3675.5477,1121.431375,0.0,,5.963725,870.3673333333332,219.5636,36390.322,5278.7385,1677.605,,-23785.491200000004,16780.2187,563.2579333333333,282.278,419.4685,42355.0113,4.4290666666666665,606.85,388.5113,5047.1428750000005,3433.976,3.054133333333333,1407.0175,3444.5333333333333
Myanmar,1996,0.369,43.98,4315.36,17131.3,1250.43,450.95,1.31,14627.47,58.31,1.68,0.86,28271.02,1068.13,74626.78540000001,6595.0285,4272.966933333333,60015.4044,61574.26242500001,32888.573475,215.07886666666664,1376.5425,14809.3855,14205.424,603.9615,18463.040933333334,17044.331866666667,75173.48986666667,5196.266666666666,17867.7716,41263.5093,55.57115,4803.550266666666,1106.74255,62.246425,0.0488666666666666,0.0,260.37065,105.52976666666667,6247.504466666666,-5524.4725,36379.20013333333,136.148375,,38247.58526666667,33909.980566666665,2537.6218,1131.391,2760.9025,85105.8058,149.16783333333333,792.35,1.3004666666666669,3635.287,25273.1696,469.1863333333333,722.231,1566.2
Philippines,1996,0.336,82.76,2144.68,7138.59,1463.18,653.42,0.0,1415.68,0.0,150.1,0.0,11191.0,6136.33,37748.9964,6414.06,6176.033033333333,41370.948775,50673.7511,50047.40475,324.2490666666667,1051.3345,0.0,0.0,0.0,27475.673866666664,9430.609066666666,44885.02936666666,22635.33333333333,8418.9728,37489.1155,92.1885,24.146,0.0,551.390075,40.900533333333335,777.5394000000001,1249.552025,752.9142,37.01733333333333,-19720.9702,36913.867933333335,1597.5288,,835.1284666666666,7395.913866666667,2017.6565333333333,758.5625,1941.8935,22115.3036,575.2475666666667,887.75,96.86283333333334,7707.17675,37013.5304,7.586866666666666,2662.2695,4458.8
Singapore,1996,,9.09,3.92,23.46,9.54,5.94,0.0,1.21,0.0,0.16,0.0,8.22,4.69,-1.4731000000000012,25.334,134.51626666666667,816.9225749999999,15501.512675,15517.0736,,,0.0,0.0,0.0,15.317,9.065333333333331,27.334666666666667,16460.08,0.6132,27.3048,,0.0298666666666666,0.0,404.8079,10.061466666666666,,122.021575,214.87823333333336,0.0298666666666666,-62.3333,19.2748,2487.21,,-20.7479,0.0298666666666666,1.9766666666666663,4.134,5.883,0.0,8.03,136.03333333333333,,796.421575,,0.0,15.317,757.7633333333333
Thailand,1996,0.199,98.59,3952.41,24627.71,968.93,337.81,0.0,5395.41,11.58,30.38,0.24,11110.87,5004.47,49162.05623333334,10214.69,11398.225233333333,53710.61747500001,97198.318175,95370.3191,442.6560666666667,2051.9745,997.9717,955.9162,42.0555,32459.9152,14020.076333333333,51180.62103333333,62925.69999999999,13766.6984,49255.68063333334,560.348,1006.9775333333332,18.79265,1702.02585,393.9456666666667,2942.9949333333334,880.3636,1934.8267666666668,1176.0538,74.0301,46724.72413333334,6005.915999999999,,2437.3321,1924.9404,2410.814066666667,1134.624,2512.571,2716.3033,2212.3177666666666,2008.7,133.5744,15325.1517,41500.4492,216.6956,4473.465,8162.98
Viet Nam,1996,0.009,81.3,1885.88,9872.13,881.15,176.55,0.0,5647.6,57.28,6.21,18.48,11591.82,2577.35,16300.1968,10488.17,4282.353433333334,37063.9298,31823.653125,49874.768975,290.06686666666667,1825.055,4070.952,3911.74,159.212,28243.04753333333,11921.712733333334,42440.8657,20106.5,10190.096,42162.94693333333,40.2122,138.24746666666667,209.50695,394.8123666666666,0.0,0.0,1315.230025,292.12076666666667,409.1498,-77762.6667,40368.351266666665,857.083025,,-24068.15446666667,277.91876666666667,3120.2160666666664,1098.7165,1913.4325,0.0,490.68233333333336,630.7,241.3768333333333,5233.280525,34612.662,97.44966666666666,5491.754,4461.596666666667
Brunei Darussalam,1997,0.676,1.27,10.68,28.2,15.89,19.38,0.0,7.74,0.0,0.23,0.0,498.05,28.2,579.7719333333333,31.429,106.20203333333332,619.522875,2771.9703,2364.8855,0.0242666666666666,0.106,350.1532,336.3202,13.833,3.0302,24.65986666666667,580.2596,3053.914666666667,12.4152,150.37676666666667,,20.1472,192.2887,69.5515,0.0,,7.939975,33.85326666666666,20.1472,2.3705,36.9922,4.50785,,542.7797333333334,429.8828333333333,4.740733333333334,6.8105,10.6795,844.6295,1.2778333333333334,17.4105,2.3934,184.328175,4.3764,0.0801333333333333,0.0,44.65633333333333
Cambodia,1997,0.29,5.43,1059.8,5964.98,429.25,43.42,0.0,1568.58,474.12,0.26,1.75,8485.08,201.46,14631.458466666669,1567.9255,920.5316,11774.1961,12724.95335,10599.09695,69.0508,331.091,0.0,0.0,0.0,5977.743733333333,5037.340866666666,14470.8923,1593.746666666667,5039.2328,11796.983266666668,,735.2964666666667,0.0,18.360133333333334,,,360.5734,43.20283333333333,1142.919666666667,-741.1711,10495.831633333331,19.816,,2834.4751999999994,2673.9090333333334,922.8143333333334,341.267,791.29,5815.8377,0.0,424.0,5.558766666666667,921.026875,8427.6444,781.9163333333332,104.2775,438.9166666666667
Indonesia,1997,0.389,823.43,9192.37,22316.19,5458.38,4344.96,0.0,6841.86,0.0,1627.6,0.0,123323.1,17227.54,936934.4682333332,30432.812,45578.3995,746469.5446499999,832895.1536750001,194305.7967,610.618,3597.1365,198106.2755,190119.891,7986.3845,53254.456666666665,26535.20233333333,941216.9203,144073.66666666666,24211.9472,151301.93783333333,2286.3607,34514.17686666667,622220.9614500001,2123.84765,296.0664333333333,790.6999666666667,393.788025,1868.4557333333332,34818.42686666667,-6420.1605,85481.99226666667,7336.6775,,851452.4759666667,789914.9824666666,4105.365866666666,2712.275,6720.5325,1021760.4939,2446.6485666666667,2809.0,1423.216666666667,40556.854425,65952.138,368.0769333333333,9416.4835,17863.833333333332
Lao People's Democratic Republic,1997,0.253,3.43,1323.14,2670.65,226.12,0.0,0.0,7542.92,87.64,0.0,0.0,11032.35,237.67,8736.3215,971.278,288.6632333333334,6540.70405,9599.638633333334,5646.081933333334,23.29733333333333,129.002,0.0,0.0,0.0,1230.4715333333334,3521.303866666666,8264.697933333335,628.7266666666666,3605.1904,4798.905566666667,,675.5823333333334,0.0,7.328766666666667,,,209.3642,20.64453333333333,1257.334466666667,-281.9634,4782.7648,22.8607,,3953.556700000001,3465.7923666666666,574.7172666666667,234.6575,580.032,8370.6301,16.140766666666668,79.5,0.0281333333333333,342.1806,1654.1728,30.9894,27.5865,166.35
Malaysia,1997,0.643,133.0,1512.64,786.47,598.02,657.24,0.0,1195.03,0.0,8.42,0.0,23122.48,5119.51,42706.74813333333,4694.01125,3906.1072,27837.811125,71890.1106,44614.0779,24.040033333333337,151.0765,20608.5263,19777.5923,830.934,3698.5489333333335,2081.991133333333,30592.856933333333,46696.93333333333,1430.975,12955.649633333334,378.9112,342.2390666666667,4764.9467,866.7139999999999,5.401366666666667,,35.78210000000001,902.3183333333332,350.43726666666663,36390.322,5868.438933333334,1823.5495,,-33692.217300000004,17637.207300000002,611.7867333333334,327.7255,474.721,42355.0113,24.41433333333333,630.7,380.76580000000007,4893.168425,3461.5644,4.1908,1898.089,3597.933333333333
Myanmar,1997,0.196,45.42,4323.22,17194.62,1252.13,454.07,1.31,14399.69,58.5,1.68,0.86,28419.02,1070.28,73020.48263333333,6644.2655,4298.9966,59094.5744,60500.161025,32325.3867,203.17373333333333,1324.364,14793.6468,14190.5333,603.1135,17381.0072,17358.61793333333,73918.11206666667,5342.666666666667,18182.71,40383.61496666667,66.17285,4625.398266666667,810.74535,64.706775,0.0001,0.0,268.377425,86.1696,5768.580000000001,-5524.4725,35454.11686666667,145.64905,,37566.36576666667,33534.4971,2590.5742666666665,1154.8435,2814.512,85105.8058,199.3203333333333,781.75,1.2600333333333331,3655.99035,23694.9244,312.4356,747.4325,1588.3666666666668
Philippines,1997,0.412,84.55,2146.02,6956.95,1462.64,656.17,0.0,1417.87,0.0,150.65,0.0,11194.69,6306.2,37837.54886666666,6930.28,6251.339666666667,41695.34565,52960.40285,52324.89755,319.0412,1046.7235,0.0,0.0,0.0,27029.23086666667,9955.380866666666,45002.63139999999,25206.83333333333,8830.5364,37593.89286666667,105.2322,36.970666666666666,0.0,640.9049,47.71106666666666,767.3402000000001,1310.7542,793.747,49.22926666666667,-19720.9702,36990.20846666667,1814.1412,,847.3403999999999,7408.738533333333,2162.5649333333336,816.7035,2041.984,22115.3036,603.6844,911.6,93.73536666666668,7943.3721,35993.6948,5.594866666666667,3024.869,4542.900000000001
Singapore,1997,,9.26,3.94,23.36,9.54,5.88,0.0,1.21,0.0,0.16,0.0,8.22,4.67,-6.426566666666666,18.6295,138.5339,839.84385,18630.715575,18646.25485,,,0.0,0.0,0.0,10.2025,7.473133333333333,22.311566666666664,19390.66333333333,0.3444,22.25283333333333,,0.0587333333333333,0.0,398.27855,10.259533333333334,,147.685875,220.73443333333333,0.0587333333333333,-62.3333,14.292466666666664,3304.448,,-20.71903333333333,0.0587333333333333,1.6432,3.498,4.929,0.0,7.960366666666666,131.79333333333332,,823.110175,,0.0,10.2025,918.9933333333332
Thailand,1997,0.35,99.34,3959.95,24824.87,973.87,340.27,0.0,5335.3,11.54,30.4,0.24,11116.52,4846.1,49791.07383333333,9909.198,11423.304633333331,54153.85995,99957.622875,98154.57845,457.4179333333333,2126.9165,978.5646,937.3041,41.2605,34353.626266666666,12872.210733333332,51470.43896666667,64815.43333333333,12328.9712,49560.44406666667,569.0616,983.6437333333332,31.3751,1873.01295,393.8953666666666,3036.4873,747.209175,2056.4051000000004,1140.5966666666666,74.0301,47387.0146,6661.965,,2404.0592333333334,1909.9949000000004,2376.104933333333,1095.563,2319.598,2716.3033,1860.9947666666665,1955.7,141.29850000000002,15551.030725,44391.536,133.68826666666666,4325.86,8483.903333333334
Viet Nam,1997,0.277,83.21,1906.54,9867.31,882.97,177.94,0.0,5633.78,57.33,6.21,18.43,11491.53,2670.51,16444.894766666668,10229.2915,4341.160666666667,37598.069725,34498.728225,52659.09855,297.18013333333334,1885.5545,4077.079,3917.6285,159.4505,28340.1264,12161.967333333334,42757.5281,23131.2,10321.178,42552.53666666667,251.4901,107.64713333333331,146.01645,566.9093666666666,0.0,0.0,1349.335925,319.6036,303.8413333333333,-77762.6667,40658.72186666667,1039.08215,,-24213.8271,204.99143333333333,3219.8511333333336,1135.419,1956.601,0.0,587.9386333333333,617.45,262.6134666666667,5529.92365,35086.5984,50.312000000000005,5092.2665,4625.133333333333
Brunei Darussalam,1998,1.28,1.32,10.84,28.46,15.78,19.35,0.0,7.86,0.0,0.23,0.0,497.33,28.46,2428.2588,34.397,106.1081,2021.957625,4121.9917,2330.64645,0.0242666666666666,0.106,354.3696,340.3776,13.992,3.0302,27.226866666666663,2427.4686333333334,3002.5376666666666,12.5636,153.2576666666667,,217.67326666666668,2662.4918,91.445525,0.0,,4.344225,31.796900000000004,217.67326666666668,2.3705,39.79846666666666,5.68785,,2388.460333333333,2274.2109666666665,5.318466666666667,7.95,12.349,844.6295,0.0,17.4635,2.8500666666666667,201.35615,4.3764,0.2310666666666666,0.0,45.96633333333333
Cambodia,1998,1.427,5.57,1079.71,6011.69,429.25,43.42,0.0,1623.46,479.6,0.26,1.77,8348.17,211.22,16922.74413333333,1427.7935,934.9209,12225.92985,14638.9204,10692.8013,70.54206666666667,336.55,0.0,0.0,0.0,6023.861933333334,4757.2684,15255.565566666666,1766.6166666666668,4741.4976,11661.252,,1655.701,0.0,26.91756666666667,,,31.6156,57.18383333333333,3569.9365999999995,-741.1711,10354.592666666667,23.183066666666665,,5261.492133333333,3594.3135666666662,880.5952000000001,325.8705,747.618,5815.8377,0.0,527.35,5.574833333333333,784.255675,8575.6748,880.1374666666667,17.755,454.45
Indonesia,1998,0.989,844.3,9291.03,22360.17,5464.17,4350.48,0.0,6924.51,0.0,1637.44,0.0,122834.9,17448.44,600243.0168666667,31643.597,45244.054,493667.280425,569092.54265,184516.61315,662.1165333333333,3714.2135,199962.5869,191902.2674,8060.3195,57234.9598,24687.353333333333,604457.9904333333,130130.66666666669,23259.0848,153563.05966666667,2643.8578,22351.639266666665,131934.6903,2151.9472,282.755,724.9618,236.9414,2054.2439,22397.24553333333,-6420.1605,87475.11086666667,6662.530000000001,,512767.906,450894.9307666666,3736.8718,2234.9835,5931.6275,1021760.4939,2120.526333333333,3259.5,1392.5648,40323.7876,69442.5956,179.27093333333335,11702.453,17360.0
Lao People's Democratic Republic,1998,1.316,3.5,1330.97,2684.56,227.29,0.0,0.0,7473.27,87.66,0.0,0.0,11073.75,242.92,9943.597033333332,885.1,292.3496,6802.542525,10859.247633333332,5377.910199999999,24.454733333333333,132.7915,0.0,0.0,0.0,1256.0660666666663,3158.336533333333,8699.888033333335,640.2399999999999,3253.2164,4481.261333333333,,1428.4166666666667,0.0,8.651233333333332,,,78.7384,16.675533333333334,2785.1152,-281.9634,4462.2596,22.1109,,5481.337433333334,4218.6267,498.4806,210.4365,526.1045,8370.6301,19.00173333333333,132.5,0.0,277.6265,1698.858,47.87466666666666,15.7675,172.33666666666667
Malaysia,1998,1.237,137.4,1519.57,774.49,597.76,661.02,0.0,1202.76,0.0,8.46,0.0,23109.15,5122.21,56511.94933333333,5109.45175,3907.6423,38780.06925,79158.382,41661.12685,23.4627,142.517,20812.7673,19973.8568,838.9105,3905.4734,2033.8156666666664,44615.8989,41607.8,1472.5578,13560.4073,480.7193,3196.310133333333,20611.26655,1088.750025,5.024833333333333,,156.83745,959.7047666666668,3349.099133333333,36390.322,6053.5379,2378.42,,-22751.33485,31055.491600000005,563.4214666666667,305.6775,455.4025,42355.0113,386.8459,638.65,397.4653,5318.145075,3378.55,17.02873333333333,2300.8625,3827.7666666666655
Myanmar,1998,1.125,46.82,4331.97,17244.66,1253.13,456.98,1.31,14337.04,58.65,1.69,0.86,28413.95,1073.73,76662.22346666666,6748.3045,4335.486633333333,61152.494325,63468.3923,33003.437900000004,207.33146666666667,1348.585,14790.4387,14187.5637,602.875,17547.373266666666,17694.569933333332,76577.13456666667,5651.633333333334,18517.5676,40962.39503333333,76.63765000000001,6324.756466666667,1382.0717,70.59495,0.0005666666666666,0.0,276.7924,107.28223333333334,8442.259066666667,-5524.4725,36042.28426666666,142.1497,,40619.9392,35614.73953333333,2648.2208666666666,1180.6015,2871.3545,85105.8058,190.92286666666664,763.2,2.4803,3719.6434,23916.5892,398.4244000000001,744.8885,1612.3333333333333
Philippines,1998,1.22,86.22,2144.35,6912.72,1462.55,657.86,0.0,1417.66,0.0,151.17,0.0,11216.08,6327.13,33305.8804,6008.61,6295.664733333334,37479.66265,49173.3707,48461.2042,269.73066666666665,846.4895,0.0,0.0,0.0,22137.46386666667,10209.335466666666,40441.759633333335,24898.233333333337,9040.1248,32965.81283333333,117.9619,104.17893333333336,0.0,840.10625,45.338166666666666,708.4927666666667,268.518575,860.2465333333334,151.4442,-19720.9702,32356.325066666668,1632.2354,,949.5553333333332,7475.946800000001,2246.9902666666667,842.3025,2061.0905,22115.3036,609.4877666666666,919.55,103.89493333333331,7148.342925000001,29696.3828,9.525733333333331,2258.7275,4571.033333333333
Singapore,1998,,9.34,3.97,23.35,9.53,5.88,0.0,1.23,0.0,0.16,0.0,8.1,4.67,-4.570233333333333,21.677,140.4218,806.874875,19169.045325,19184.5916,,,0.0,0.0,0.0,13.568,7.1128,24.791166666666665,16243.156666666668,0.21,24.741766666666667,,0.0494,0.0,387.078375,10.024,,122.27225,221.46203333333327,0.0494,-62.3333,16.158133333333335,6172.108,,-20.728366666666663,0.0494,1.5668,3.3655,4.7435,0.0,8.583633333333333,126.14,,788.2815,,0.0,13.568,964.5233333333334
Thailand,1998,1.397,100.48,3977.01,24985.74,976.97,342.46,0.0,5355.2,11.59,30.42,0.24,11042.12,4716.17,49256.02416666667,10208.489,11295.291266666669,52920.0228,94849.283125,91755.2881,453.5297333333333,2098.111,939.7454,900.0749,39.6705,33577.64653333333,11358.010333333334,51120.9585,59901.26666666666,10613.1732,47773.680400000005,574.514,2346.0794666666666,143.6463,1853.11325,256.5538666666667,2567.1325666666667,548.01815,1808.0878333333333,2799.4264000000003,74.0301,45130.697466666665,5610.469999999999,,4125.3267000000005,3347.2781,2231.1082,1016.381,2060.8255,2716.3033,2342.9579666666664,1727.8,118.99333333333334,14579.303925,42594.566,168.57406666666665,4993.501,8675.926666666666
Viet Nam,1998,1.28,85.4,1924.73,9803.63,883.99,179.75,0.0,5641.09,57.52,6.21,18.43,11388.16,2806.87,19569.748033333333,11845.341,4406.8258,38495.992625,37964.971725,55378.56265,306.3106666666667,1985.8305,4077.0782,3917.6277,159.4505,30211.56613333333,12370.095266666664,45194.9961,24147.466666666664,10454.0128,44695.86893333334,466.5706,307.80306666666667,286.98615,719.4329666666667,0.0,0.0,249.055975,338.5558,1205.5676666666666,-77762.6667,42787.86926666667,1251.0832,,-23218.12123333333,499.12716666666665,3297.042066666667,1163.615,1991.9255,0.0,602.1237666666666,683.7,180.58113333333336,4599.74555,36327.536,99.92333333333332,6544.5195,4778.836666666667
